country,name,related_documents,policy_type,policy_status,impact_on_eu_ets_esd_or_lulucf_emissions,policy_target,total_ghg_emissions_reductions_in_2020,total_ghg_emissions_reductions_in_2030,jurisdiction,agency,policy_implementation_period_start_year,related_to_eu_policy_boolean,related_to_eu_policy,ghgs_affected,description,policy_implementation_period_end_year,link,data_source,world_region,country_region,city,policy_written_year,impact_evaluation,policy_financing_quantity,policy_financing_period_start,policy_financing_period_end,percent_private_funded,related_to_neeap_policy,related_to_neeap_policy_boolean
Belgium,OB-A03 : Environmental management system,Single PaM,Planning,Implemented,"ESD, EU ETS",Cross-cutting,3.0,3.0,"Government, Regional","Government: FED : coordinator : Federal Institute for Sustainable Development  --&gt; all federal services should implement the system,Regional: Brussels: Public bodies",2005,Yes,Other (Union policy not listed above or additional Union policy) EC 1221/2009 (EMAS),CO2,"Environmental management system to be established in every federal administration service.
Flemish government: environmental management systems are not obliged, but many administrations have or are striving to attain environmental management systems.",,www.climat.be/evaluation-PAMs,eea,,,,,,,,,,,
Belgium,OB-B01 : Rational Use of energy in public buildings,Single PaM,Planning,Implemented,EU ETS,Energy consumption,9.0,17.0,"Government, Regional","Government: FED : Buildingsagency; SNCB-Holding (public enterprise) for railway station buildings,Regional: Brussels: Public bodies",2004,Yes,Directive 2006/32/EC on end-use energy efficiency and energy services;Energy Efficiency Directive 2012/27/EU ,CO2,Good practice shown by public administrations:  installation of photovoltaic panels on roofs of  government buildings,,www.climat.be/evaluation-PAMs,eea,,,,,,,,,,,
Belgium,OB-B02 : Third Party Financing in public buildings,Single PaM,Planning,Implemented,"ESD, EU ETS",Energy consumption,,,Government,"Government: FED: Federal building agency, taking over the measure",2004,Yes,Energy Efficiency Directive 2012/27/EU;Directive 2006/32/EC on end-use energy efficiency and energy services ,CO2,Establishment of a third party investor to improve the energy efficiency of public buildings (FEDESCO),,www.climat.be/evaluation-PAMs,eea,,,,,,,,,,,
Belgium,OB-B03 : Promoting rational energy use in local communities,Single PaM,Information,Implemented,ESD,Energy consumption,,,"Local, Regional","Regional: Brussels: Public bodies, communes, hospitals, schools,Local: Municipalities and public bodies,Regional: Flanders: LNE",2004,Yes,Energy Efficiency Directive 2012/27/EU ,CO2,Promotion of RUE (rational use of energy) within municipalities and local communities. Support to local initiatives that promote rational energy use. Support to municipalities that sign the Convenant of Mayors.,,,eea,,,,,,,,,,,
Belgium,OB-C01 : Mobility plan for civil servants of different administrative organisations sharing a common office building,Single PaM,Planning,Implemented,ESD,Transport,,,"Companies, Regional","Regional: Brussels: Public bodies,Companies: companies (&gt;200 employees)",2004,Yes,Directive on the Promotion of Clean and Energy Efficient Road Transport Vehicles 2009/33/EC ,CO2,Increasing the use of mobility plans for civil servants of different administrative organisations sharing a common office building to show good practice by public administrations,,,eea,,,,,,,,,,,
Belgium,OB-C02 Promotion of alternative transport in public services,Single PaM,"Economic, Information",Implemented,"ESD, EU ETS",Transport,0.0,0.0,"Government, Regional","Government: FED : FPS Personnel &amp; Organisation,Regional: Public bodies in each Region",2004,Yes,Directive on the Promotion of Clean and Energy Efficient Road Transport Vehicles 2009/33/EC;Directive 2006/32/EC on end-use energy efficiency and energy services ,CO2,Stimulate alternative use in transport/ free ride on public transport for members of administrations : free public transport is provided for journey to work in the Federal Public Service and in the Walloon and Flemish Region.,,www.climat.be/evaluation-PAMs,eea,,,,,,,,,,,
Belgium,OB-C03 : Promoting bicycle use in public services,Single PaM,Economic,Implemented,ESD,Transport,,,"Government, Regional","Government: FED : FPS Finance, FPS Mobility and Transport,Regional: Public bodies,",2004,Yes,Directive 2006/32/EC on end-use energy efficiency and energy services;Energy Efficiency Directive 2012/27/EU ,CO2,"Rewarding the use of bicycles in administrations : financial incentives, purchase of bicycles for service (in Federal and Flemish public Service) + installation of showers for bicycle users.",,,eea,,,,,,,,,,,
Belgium,OB-C04 : Promoting telework in public services,Single PaM,Planning,Implemented,"ESD, EU ETS",Energy consumption; Transport,3.0,2.0,"Government, Regional","Government: FED : FPS Personnel and Organisation,Regional: Personnel and Organisation Departments in each regional administration",2004,Yes,Energy Efficiency Directive 2012/27/EU;Directive 2006/32/EC on end-use energy efficiency and energy services ,CO2,Increasing teleworking for civil servants to show good practice by public administrations,,www.climat.be/evaluation-PAMs,eea,,,,,,,,,,,
Belgium,OB-C05 : Eco-driving training in public services,Single PaM,Education,Implemented,ESD,Transport,,,Regional,Regional: Public transport companies in each region,2004,No,No information,CO2,Eco-driving training in public services,,,eea,,,,,,,,,,,
Belgium,OB-C06 : Offsetting air travel greenhouse gas (GHG) emissions in public administrations,Single PaM,Economic,Implemented,ESD,Transport,,,Government,"Government: FED : FPS Health, Food Chain Safety and Environment - SE B&amp;CG LOG via Federal Institute for Sustainable Development",2004,No,No information,CO2,"Offsetting CO2 emissions for air transport. Applied at federal level.
Civil servants are sensitized via an internal circular to favor the train rather than the airplane for distances less than 300 km. The same circular informs of the offsetting mechanism and encourages also people to use it for personal trip.",,,eea,,,,,,,,,,,
Belgium,OB-C07 : Purchase of clean vehicles by public administrations,Single PaM,Economic,Implemented,ESD,Transport,,,"Government, Regional","Government: FED : FPS Personnel and Organisation --&gt; use by all FPSs,Regional: Public bodies and public transport companies in each region",2004,Yes,Directive 2006/32/EC on end-use energy efficiency and energy services;Energy Efficiency Directive 2012/27/EU ,CO2,Purchase of clean vehicles by public administrations,,,eea,,,,,,,,,,,
Belgium,Ecocheques,Single PaM,Economic,Implemented,"ESD, EU ETS",Cross-cutting,177.0,307.0,Government,Government: National Labour Council,2009,No,No information,CO2,"Extra-legal advantage that the employer can provide to workers, intended to finance the acquisition of ecological goods and services. These cheques are exempt from taxes and social contributions.",,www.climat.be/evaluation-PAMs,eea,,,,,,,,,,,
Belgium,Green loans,Single PaM,Economic,Expired,"ESD, EU ETS",Cross-cutting,162.0,140.0,Government,Government: FED : FPS Finance,2009,No,No information,CO2,"Subsidy of the federal government reducing by 1.5% the interest rate of bank loans for energy saving investments of households that are mentioned in a list including thermal insulation, double glazing condensing boilers, heat pumps and solar panels. It is part of the economic law of 27 March 2009. It is a temporary measure, only applicable to loans awarded between 1st January 2009 and 31st December 2011.",2012,www.climat.be/evaluation-PAMs,eea,,,,,,,,,,,
Belgium,Environmentally friendly energy production,"1,4","Economic, Information",See individual PaMs,"EU ETS, ESD",Energy supply,5312.0,6664.0,Regional,"Regional: Wallonia : CwAPE,Regional: Flanders : VEA, VREG,Regional: Brussels : IBGE, Brugel,Regional: Flanders: VEA,Regional: Brussels: IBGE,Regional: Wallonia : DG04 Energie",See individual PaMs,Yes,RES directive 2009/28/EC;Cogeneration Directive 2004/8/EC;Completion of the internal energy market (including provisions of the 3d package) ,CO2,"Promotion of renewable energy systems (RES)
Energy efficiency in the field of energy supply",See individual PaMs ,,eea,,,,,,,,,,,
Belgium,Create economic conditions favourable to renewable energy systems (RES) development and use of low Carbon fuels,"2,3","Economic, Fiscal",See individual PaMs,EU ETS,Energy supply,1319.0,1319.0,"Government, Regional","Government: FED : FPS Economy, SMEs, Self-Employed and Energy - DG Energy (E2), FPS Finance,Regional: Flanders: VEA, VREG,Regional: Wallonia : DG04 Energie &amp; DG06 Economie,Regional: Brussels: IBGE, Sibelga,Government: Federal Finance public service",See individual PaMs,Yes,RES directive 2009/28/EC;Cogeneration Directive 2004/8/EC;Completion of the internal energy market (including provisions of the 3d package);Energy Taxation Directive 2003/96/EC ,CO2,Support renewable energy systems (RES) financially and tax fossil fuels,See individual PaMs ,www.climat.be/evaluation-PAMs,eea,,,,,,,,,,,
Belgium,Energy performance of buildings,"8,14",Regulatory,See individual PaMs,ESD,Energy consumption,278.0,542.0,Regional,"Regional: Flanders: VEA,Regional: Wallonia: DGO4 Energie,Regional: Brussels: IBGE,Regional: Flanders: VEA,Regional: Wallonia : DG04 Energie,Regional: Brussels: IBGE",See individual PaMs,Yes,Recast of the Energy Performance of Buildings Directive (Directive 2010/31/EU);Directive 2006/32/EC on end-use energy efficiency and energy services;Energy Efficiency Directive 2012/27/EU ,CO2,Implementation of the Directive on Energy Performance of buildings,See individual PaMs ,,eea,,,,,,,,,,,
Belgium,Improve  energy efficiency in buildings,"11,12,16,67,68,75,76,77,78,79,81,80,82,7","Economic, Education, Fiscal, Information, Planning, Regulatory, Research",See individual PaMs,"ESD, EU ETS",Cross-cutting; Energy consumption; Energy supply,3587.0,2871.0,"Government, Regional","Government: FED: FPS finances,Regional: Flanders: VEA, Wonen Vlaanderen, VLABEL,Regional: Wallonia : DGO4 Energie,Regional: Brussels: IBGE,Government: FED : FPS Health, Food Chain Safety and Environment - DG Environment,Regional: Flanders: VEA, LNE,Regional: Flanders : Rural planning, VEA, LNE,Regional: Wallonia : DG04 Aménagement du territoire,Government: FED : FPS Health, Food Chain Safety and Environment - DG Environment,Regional: Brussels: IBGE,Regional: Wallonia : AwAC, DGO4 Energy,Regional: Flanders : LNE, VEA,Government: FED : FPS Health, Food Chain Safety and Environment - DG Environment,Regional: Brussels: IBGE,Regional: Wallonia : AwAC, DGO4 Energy,Regional: Flanders : LNE,Regional: Brussels: IBGE,Regional: Flanders : VEA,Regional: Wallonia : DGO4 Energy &amp; CPAS,Regional: Brussels: IBGE,Regional: Flanders: VMSW, Agion, GO!,Regional: Flanders : LNE,Regional: Flanders : LNE,Regional: Brussels: ABEA,Regional: Wallonia : DGO4 Energy,Regional: Flanders: VEA,Regional: Brussels : IBGE,Regional: Brussels: ABEA,Regional: Brussels : IBGE,Regional: Flanders : VEA,Regional: Brussels : IBGE",See individual PaMs,Yes,Effort Sharing Decision 406/2009/EC;Directive 2006/32/EC on end-use energy efficiency and energy services;Energy Efficiency Directive 2012/27/EU;Other (Union policy not listed above or additional Union policy);Recast of the Energy Performance of Buildings Directive (Directive 2010/31/EU);RES directive 2009/28/EC 2001/81/EC,CO2,Improve energy efficiency in existing buildings,See individual PaMs ,,eea,,,,,,,,,,,
