projectID,Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,Primary sector,Secondary sector,Subsector,Segment,Location,ContractPeriod,TerminationYear,PubliclyTraded,StockExchange,MultipleSystems,NumberOfSystems,CaptiveFacility,SharePercent,GovtGrantingContract,TypeOfGovtSupport,InvestmentYear,PercentPrivate,GovtPaymentCommitments,PhysicalAssets,TotalInvestment,GovCashAssist,dateStatusUpdated,CapacityType,Capacity,CapacityYear,Technology,ContractHistory,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,NumberRenewalBids,Sponsors,MultiLateralSupport,Revenue Source,RenewalBidCriteria,RenewalAwardMethod,DevelopmentStage,CommissioningDate,ProjectGrid,CarbonCredits,FundingYear,PrivateFunding,PublicFunding,GovtFunding,BankLocalFunding,DonorFunding,DebtEquityGrantRatio
4384,East Asia and Pacific,China,Upper middle income,Non-IDA,2006,December,"Xinjiang Farsighted Yeerqiang River Hydroelectric Power Development Co., Ltd.",,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Kashi District, Xinjiang Uygur Autonomous Region",50,2056,No,N/A,No,1,No,,..,,2006,,0,6.27,6.27,,,,,2006,"Hydro, Small (<50MW)",,,Not Available,,Not Available,,Farsighted Investment (.. / China),,Not Available,Not Applicable,Not Applicable,Financial Closure,,,No,,,,,,,
5144,East Asia and Pacific,China,Upper middle income,Non-IDA,2006,August,Yun County Nan River Cascade One Hydro Power Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Yun County, Yunnan Province",40,2045,No,N/A,No,,No,,Local,,2006,100,0,24.42,24.42,Not Available,,MW,40,2006,"Hydro, Small (<50MW)",,,Not Available,Competitive bidding,Not Available,,"Weixing Group Co Ltd (80% / China), Others (20% / ..)",,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
4653,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,May,Bailingmiao Wind Farm Project,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Bailingmiao, Damaoqi, Inner Mongolia Autonomous Region",50,2057,No,N/A,No,1,No,,..,,2007,100,0,63.42,63.42,,,MW,50,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,Golden State Environment (100% / United States),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
4648,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,August,Bayanchuoer Wind Farm Project Phase I,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Wulatezhongqi, Inner Mongolia Autonomous Region",30,2037,No,N/A,No,1,No,,..,,2007,25,0,64.47,64.47,,,MW,50,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,Others (25% / ..),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
5143,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,October,Dali City Dafeng Dam Wind Farm Project,,Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Dali City, Yunnan Province",20,2027,No,N/A,No,,No,,..,,2007,45,0,61.76,61.76,Not Available,12/1/08,MW,48,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,"Hong Kong Electric International (45% / Hong Kong, China)",,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2008,,,,,,,,,
4642,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,March,Datang Ruifeng Datong Wind Farm Project,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Taonan City, Jilin Province",30,2037,No,N/A,No,1,No,,Local,,2007,49,0,64.47,64.47,,,MW,50,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,"China Light and Power Ltd. (25% / Hong Kong, China), Hydro Tasmania (25% / Australia)",,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
4640,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,June,Datang Ruifeng Xiangyang Wind Farm Project Phase I,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Taonan City, Jilin Province",,,No,N/A,No,1,No,,Local,,2007,49,0,75,75,,,MW,50,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,"China Light and Power Ltd. (25% / Hong Kong, China), Hydro Tasmania (25% / Australia)",,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,No,,,,,,,
4645,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,May,Erlianhaote Changfeng Xiehe Wind Farm Project,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Erlianhaote City, Inner Mongolia Autonomous Region",30,2037,No,N/A,No,1,No,,..,,2007,49,0,30.26,30.26,,,MW,21,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,China Windpower Group Limited (49% / China),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
4646,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,July,Fuxin United Wind Farm Project,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Zhangwu County, Fuxin City, Liaoning Province",30,2037,No,N/A,No,1,No,,..,,2007,50,0,47.96,47.96,,,MW,41,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,China Windpower Group Limited (50% / China),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
4637,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,December,Guohua Ruifeng Hekou Wind Farm Project,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Hekou District, Shandong Province",20,2027,No,N/A,No,1,No,,Local,,2007,49,0,75,75,,,MW,50,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,"China Light and Power Ltd. (25% / Hong Kong, China), Hydro Tasmania (25% / Australia)",,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
4638,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,December,Guohua Ruifeng Lijin Wind Farm Project Phase I,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Lijin County, Shandong Province",20,2027,No,N/A,No,1,No,,Local,,2007,49,0,65.79,65.79,,,MW,50,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,"China Light and Power Ltd. (25% / Hong Kong, China), Hydro Tasmania (25% / Australia)",,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
4636,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,November,Guohua Ruifeng Zhanhua Wind Farm Project Phase I,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Zhanhua County, Binzhou City, Shandong Province",20,2027,No,N/A,No,1,No,,Local,,2007,49,0,63.16,63.16,,,MW,50,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,"China Light and Power Ltd. (25% / Hong Kong, China), Hydro Tasmania (25% / Australia)",,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
4635,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,November,Huanghua City Wind Farm Project,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Huanghua City, Hebei Province",20,2037,No,N/A,No,1,No,,Local,,2007,49,0,69.74,69.74,,,MW,50,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,AES Corporation (49% / United States),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
4644,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,June,Taipusi Shenhua Xiehe Wind Farm Project,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Taipusiqi, Inner Mongolia Autonomous Region",30,2037,No,N/A,No,1,No,,..,,2007,50,0,52.24,52.24,,,MW,50,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,China Windpower Group Limited (50% / China),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
4658,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,July,Taizhou City Dachen Island Wind Farm Project,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Dachen Island, Taizhou City, Zhejiang Province",50,2057,No,N/A,No,1,No,,Local,,2007,100,0,33.46,33.46,,,MW,26,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,"Shanghai Hupo Energy Technology Company Limited (65% / China), Zhejiang Xingxing Group (35% / China)",,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
5134,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,June,Wulang River Hydro Power Development,,Concession,"Rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Lijiang City, Yunnan Province",20,2027,No,N/A,No,,No,,Local,,2007,100,80.16,0,80.16,Not Available,,MW,32,2007,"Hydro, Small (<50MW)",,,Not Applicable,Direct negotiation,,,Farsighted Investment (100% / China),,Not Available,,,Financial Closure,,,,,,,,,,
4659,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,August,Yangjiang Hailin Island Wind Farm Project Phase I,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Yangjiang City, Guangdong Province",50,2057,No,N/A,No,1,No,,..,,2007,100,0,28.17,28.17,,,MW,22,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,"China Light and Power Ltd. (100% / Hong Kong, China)",,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
4647,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,June,Zhenlai County Wind Farm Project Phase I,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Zhenlai County, Baicheng City, Jilin Province",30,2037,No,N/A,No,1,No,,..,,2007,50,0,59.21,59.21,,,MW,50,2007,"Wind, Onshore",,,Not Applicable,,Not Applicable,,China Windpower Group Limited (50% / China),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
4649,East Asia and Pacific,China,Upper middle income,Non-IDA,2007,July,Zhongjieneng Wind Power (Zhangbei) Company Limited,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Zhangbei County, Hebei Province",25,2032,No,N/A,No,1,No,,..,,2007,40,0,211.18,211.18,,,MW,200,2007,"Wind, Onshore",,,Not Applicable,Competitive bidding,,,"Hong Kong Construction (Holdings) Ltd (40% / Hong Kong, China)",,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
5129,East Asia and Pacific,China,Upper middle income,Non-IDA,2008,January,Ganzi Jiulong River Hydro Power Plant,Jiangbian Hydro Power,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Jiulong County, Sichuan Province",44,2052,No,N/A,No,,No,,State/Provincial,,2008,100,0,276,276,Not Available,,MW,330,2008,"Hydro, Large (>50MW)",,,Not Applicable,,Not Applicable,,"China Light and Power Ltd. (65% / Hong Kong, China)",,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
5130,East Asia and Pacific,China,Upper middle income,Non-IDA,2008,July,Guohua Hulunbeier Wind Farm Project phase I,,Concession,"Build, rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Hulunbeier, Inner Mongolia",40,2048,No,N/A,No,,No,,Federal,,2008,49,12.27,0,12.27,Not Available,,MW,49.5,2008,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,,AES Corporation (49% / United States),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
5145,East Asia and Pacific,China,Upper middle income,Non-IDA,2008,December,Houxinqiu Mazong Mount Wind Farm Project,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Houxinqiu Town, Zhangwu County, Fuxin City, Liaoning Province",30,2038,No,N/A,No,,No,,State/Provincial,,2008,49,0,76.08,76.08,Not Available,,MW,49.5,2008,"Wind, Onshore",,,Not Applicable,,Not Applicable,,China Windpower Group Limited (49% / China),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
5131,East Asia and Pacific,China,Upper middle income,Non-IDA,2008,December,Huanghua Wind Farm Project Phase II,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Huanghua City, Hebei Province",25,2033,No,N/A,No,,No,,Federal,,2008,49,0,74.22,74.22,Not Available,,MW,49.5,2008,"Wind, Onshore",,,Not Applicable,,Not Applicable,,AES Corporation (49% / United States),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
5128,East Asia and Pacific,China,Upper middle income,Non-IDA,2008,June,Qujiagou Wind Farm Phase I,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Qujiagou, Fuxin City, Liaoning Province",30,2038,No,N/A,No,,No,,State/Provincial,,2008,49,0,68.1,68.1,Not Available,,MW,49.5,2008,"Wind, Onshore",,,Not Applicable,,Not Applicable,,China Windpower Group Limited (49% / China),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
5121,East Asia and Pacific,China,Upper middle income,Non-IDA,2008,June,Siziwang Qi Wind Farm Project,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Siziwang Qi, Inner Mongolia",20,2028,No,N/A,No,,No,,State/Provincial,,2008,100,0,68.67,68.67,Not Available,,MW,49.5,2008,"Wind, Onshore",,,Not Applicable,,Not Applicable,,"Hong Kong Construction (Holdings) Ltd (100% / Hong Kong, China)",,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
5308,East Asia and Pacific,China,Upper middle income,Non-IDA,2009,December,China Longyuan Power Group Corporation Ltd,,Divestiture,Partial,Operational,Energy,N/A,Electricity,Electricity generation,Beijing Municipality,Not Applicable,,Yes,Local,No,,No,,State/Provincial,Not Applicable,2009,33,2270,Not Available,2270,Not Available,,MW,4842,2009,"Wind, Onshore",,,Not Applicable,,Not Applicable,,Others (33% / ..),,Not Available,,,Financial Closure,,,,,,,,,,
6260,East Asia and Pacific,China,Upper middle income,Non-IDA,2009,May,Dezhou Solid Waste Power Plant Project,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Dezhou City, Shandong Province",Not Applicable,Not Applicable,No,N/A,No,,No,,Local,,2009,100,0,38.21,38.21,Not Available,12/1/11,MW,15,2009,Waste,,,Not Applicable,,Not Applicable,,Beijing Sound Environment Industry Group (100% / China),,Variable payment(s) from the government,,,Financial Closure,2011,National (State Grid),No,,,,,,,
5276,East Asia and Pacific,China,Upper middle income,Non-IDA,2009,March,Fengdu County Biomass Power Plant,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Fengdu County, Chongqing Municipality",30,2039,No,N/A,No,,No,,Local,Not Applicable,2009,100,0,73.21,73.21,Not Available,,MW,50,2009,Waste,,,Not Applicable,Direct negotiation,Not Applicable,,Kaidi Electric Power (100% / China),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
6263,East Asia and Pacific,China,Upper middle income,Non-IDA,2009,November,Jiangxi Risun Solar Energy Technology Xinyu Xiacun PV Plant,,Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Xiacun, Xinyu City, Jiangxi Province",Not Available,Not Available,No,N/A,No,,No,,Local,,2009,100,0,13.11,13.11,6.56,11/1/09,MW,Not Available,2009,"Solar, PV",,,Not Applicable,,Not Applicable,,Jiangxi Risun Solar Energy Co Ltd (100% / China),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2009,National (State Grid),No,2009,,,6.6,,,
5275,East Asia and Pacific,China,Upper middle income,Non-IDA,2009,January,Linjiang Incineration Plant Phase II,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Wenzhou City, Zhejiang Province",27,2036,No,N/A,No,,No,,Local,Not Applicable,2009,100,0,45.78,45.78,Not Available,,MW,Not Available,2009,Waste,,,Not Available,Competitive bidding,Not Available,,Zhejiang Weiming Group (100% / China),,Not Available,,,Financial Closure,,,No,,,,,,,
5456,East Asia and Pacific,China,Upper middle income,Non-IDA,2009,January,Nanchang City Quanling Household Waste Incineration Power Plant,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Quanling District, Nanchang City, Jiangxi Province",27,2036,No,N/A,No,,No,,Local,Not Applicable,2009,100,0,70.28,70.28,Not Available,,MW,24,2009,Waste,,,Not Applicable,,Not Applicable,,"Biomax Co (100% / Hong Kong, China)",,Not Available,,,Financial Closure,,,,,,,,,,
5284,East Asia and Pacific,China,Upper middle income,Non-IDA,2009,June,Tianshui City Four Biomass Power Plant Projects,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Tianshui City, Gansu Province",20,2029,No,N/A,No,,No,,Local,Not Applicable,2009,100,0,468.52,468.52,Not Available,,MW,125,2009,Waste,,,Not Applicable,Direct negotiation,Not Applicable,,Kaidi Electric Power (100% / China),,Not Available,,,Financial Closure,,,,,,,,,,
6265,East Asia and Pacific,China,Upper middle income,Non-IDA,2010,August,Delixi & CHKO Leqing Liushi Waste-to-Energy Plant,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Chanxi Village of Liushi Town, Leqing City of Zhejiang Province",Not Available,Not Available,No,N/A,No,,No,,Local,,2010,100,0,51.5,51.5,Not Available,8/1/10,MW,24,2010,Waste,,,Not Applicable,,Not Applicable,,"Delixi Group (.. / China), CHKO Electric Co Ltd (.. / China)",,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2012,National (State Grid),No,,,,,,,
5851,East Asia and Pacific,China,Upper middle income,Non-IDA,2010,November,Gansu Guazhou Xiehe Wind Power Project,Gansu Guazhou Ganhekou No.8 Wind Farm Project,Greenfield project,"Build, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,"Guazhou, Gansu Province",25,2036,No,N/A,No,,No,,Federal,Payment Guarantee,2010,100,Not Available,249,249,Not Available,1/1/11,MW,201,2010,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,China Windpower Group Limited (100% / China),IFC (Loan / $45 Million / 2010),Purchase agreements or transmission fees with public entity(ies),Not Applicable,Not Applicable,Financial Closure,2011,,,,,,,,,
5855,East Asia and Pacific,China,Upper middle income,Non-IDA,2010,April,Jilin Taobei Baoshan Wind Farm Project,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Taobei District, Baicheng City, Jilin Province",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Payment Guarantee,2010,100,Not Available,58.06,58.06,Not Available,4/1/10,MW,49.5,2010,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,,Ashmore Energy International (AEI) (100% / United States),,Purchase agreements or transmission fees with public entity(ies),Not Applicable,Not Applicable,Financial Closure,,,,,,,,,,
